Volume,Period,Year_Midpoint,Registry,Sex,Age_Group,Age_Group_Sort,Cancer_Code,Cancer_Label,Cases,Population,Rate_per_100k
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,16,Liver,12,1224909,0.9797
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,16,Liver,4,964181,0.4149
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,16,Liver,14,760050,1.842
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,16,Liver,28,641815,4.3626
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,16,Liver,43,536567,8.0139
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,16,Liver,65,456396,14.242
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,16,Liver,83,299347,27.727
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,16,Liver,74,197559,37.4572
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,16,Liver,54,237704,22.7173
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,16,Liver,28,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,16,Liver,17,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,17,Gallbladder etc.,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,17,Gallbladder etc.,0,1112778,0.0
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,17,Gallbladder etc.,0,1031264,0.0
